Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform,Year Of Experiences
Process Analyst,backend developer,Any Level,N/A,Home Credit Vietnam - Explore Your Dream Team,Hồ Chí Minh,Negotiable,"Project Management, Process Analysis, Business Analysis, Business Process Transformation, Audit",Vietnamworks,
Software Expert (Java/Springboot),IT professional,Lead/Expert,8,Navigos Search's Client,Hà nội,$3000.00-3500.00,"Agile, Project Management, Software Development, Team Development, Technical Management",Vietnamworks,
Senior Frontend Reactjs Developer (French Speaking),frontend developer,Senior,4,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"French, Redux, Workflow, ReactJS, JavaScript",Vietnamworks,
JavaScript Developer (Web3 Focus),software developer,Junior,1,Terminus,N/A,$2000.00-4000.00,"Database Design, JavaScript, Node.js, Smart Contract Development, Web3 Technologies",Vietnamworks,
Product Specialist,backend developer,Intermediate,4,Reversal,Hồ Chí Minh,Negotiable,"Technical Lead, Agile, Mobile Platform, Market Research, Project Management",Vietnamworks,
Data Scientist - Khối Dữ Liệu (Holt.01),data scientist,Intermediate,3,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Negotiable,"Data Analysis, Data Mining, Machine Learning, Python, Scala",Vietnamworks,
Nhân Viên Tư Vấn Kỹ Thuật (Ngành Nghề CNTT Điện Tử Viễn Thông),embedded systems engineer,Junior,2,Công Ty TNHH MTV Ứng Dụng Kỹ Thuật Và Sản Xuất,Hà Nội,$500.00,"Tư Vấn Kỹ Thuật, Viễn Thông, Điện tử viễn thông, Công nghệ thông tin",Vietnamworks,
IT Staff,IT professional,Intermediate,3,CÔNG TY TNHH POLIFILM VIỆT NAM,Bình Dương,Negotiable,"ERP, Information Technology, LAN, Network Systems, VPN",Vietnamworks,
IT Specialist,IT professional,Senior,6,Công Ty CP Tập Đoàn Công Nghệ CMC,Hà Nội,Negotiable,"IT Audit, IT Infrastructure, User Support",Vietnamworks,
Cloud Account Manager,data engineer,Intermediate,3,Megazone Vietnam Company Limited,Hà Nội,Negotiable,"Salesforce, Salesforce Development, Cloud, Visualforce, SQL",Vietnamworks,
IT Associate Manager,IT professional,Senior,5,Perfetti Van Melle (Viet Nam) Limited,Hồ Chí Minh,Negotiable,"Analytical Skills, Communication Skills, Implementing Business Software, Project Management, SAP ERP",Vietnamworks,
DevOps Engineer,DevOps engineer,Intermediate,3,i3 DVR International Inc.,Hồ Chí Minh,Negotiable,"AWS Services, Docker, SQL, DevOps, Docker, Docker, Information Technology",Vietnamworks,
Head of IT/ CS Department _ Swinburne HCM Campus (Master Degree or Higher Required),UX/UI designer,Any Level,N/A,Swinburne Vietnam (HCMC),Hồ Chí Minh,$1500.00-3000.00,"Khoa Học Máy Tính, Giáo Dục Đào Tạo, Giảng Dạy, Công Nghệ Thông Tin, AI",Vietnamworks,
Chuyên Gia An Ninh Thông Tin – Hà Nội – RM,data scientist,Senior,7,VPBank - Https://tuyendung.vpbank.com.vn/,Hà Nội,Negotiable,"An Ninh Mạng, An Toàn Thông Tin, Bảo Mật Thông Tin, Công nghệ thông tin",Vietnamworks,
Trưởng Phòng Kỹ Thuật,backend developer,Any Level,N/A,OPTIMA ROBOTICS COMPANY,N/A,Negotiable,"Arduino, Arduino, Arduino, C#, Python, Robot Control Programming, STM32, STM32",Vietnamworks,
BI Database Developer,software developer,Junior,2,Công Ty TNHH Xsunt,Hồ Chí Minh,$1000.00-1500.00,"MS SQL, Database Administration, Java, database management, Data Analytics",Vietnamworks,
Ruby On Rails Developer,software developer,Any Level,N/A,GSM,Hà Nội,$1000.00-3000.00,"Ruby On Rails, OOP, MySQL, Python, PostgreSQL",Vietnamworks,
Senior Business Analyst Technical,business analyst,Senior,3,Công Ty Cổ Phần Sữa VitaDairy Việt Nam,"Hồ Chí Minh, Hà Nội",Negotiable,"Kiểm Thử Tính Năng, Kỹ năng nắm bắt và giải quyết vấn đề, Làm Việc Nhóm, Mô Phỏng Phân Tích, Phân Tích Nghiệp Vụ",Vietnamworks,
IT/ CS Full-Time Lecturers (Master Degree or Higher Required),UX/UI designer,Any Level,N/A,Swinburne Vietnam (HCMC),Hồ Chí Minh,$1000.00-2000.00,"Phần Cứng Mạng, Khoa Học Máy Tính, IT Administration, Giáo Dục, Công Nghệ Thông Tin",Vietnamworks,
Chuyên Viên Front End,frontend developer,Intermediate,3,Công Ty Cổ Phần Chứng Khoán KB Việt Nam,Hà Nội,$500.00-1000.00,"Front-End, JavaScript, AngularJS, CSS, RestAPI",Vietnamworks,
"Chuyên Viên Phụ Trách Ứng Dụng Công Nghệ, Phần Mềm Trong Doanh Nghiệp (Kỹ Sư Phần Mềm, Lập Trình Viên…)",data scientist,Intermediate,3,Công Ty Du Học Du Lịch TMDV Á Âu,Hồ Chí Minh,Negotiable,"Công Nghệ Thông Tin, Khoa Học Máy Tính, ERP, AI, Giám Sát Hệ Thống",Vietnamworks,
[Canon Tiên Sơn] Nhân Viên IT,IT professional,Any Level,N/A,Công Ty TNHH Canon Việt Nam,Hà Nội,Negotiable,"IT Phần Mềm, Công Nghệ Thông Tin, Điện Tử Viễn Thông, Khoa Học Máy Tính",Vietnamworks,
Senior Full Stack Java Developer,full stack developer,Senior,N/A,Arctx Solution LLC,Hồ Chí Minh,Negotiable,"ReactJS, Java, Full Stack Development, JavaScript",Vietnamworks,
"Chuyên Gia Quản Lý Rủi Ro An Ninh Thông Tin Cấp 2, Phòng Quản Trị Rủi Ro Hoạt Động, Khối Quản Trị Rủi Ro",data scientist,Intermediate,4,Ngân Hàng TMCP Đại Chúng Việt Nam,Hà Nội,$1000.00-2000.00,"IT Security, Quản Trị Rủi Ro Thông Tin, An Ninh Dữ Liệu, Bảo Mật Dữ Liệu, An Ninh Thông Tin",Vietnamworks,
Senior IT Supervisor,IT professional,Senior,2,Minthacare Vietnam,Hồ Chí Minh,Negotiable,"Computer Science, ERP, IT Infrastructure Operations, SOP Development, IT Service Management",Vietnamworks,
Trưởng Nhóm Phát Triển,backend developer,Senior,5,Taixin Printing VINA,Bắc Ninh,$4.08-20.41,"MS SQL, DevExpress, C#",Vietnamworks,
Senior Business Analyst,business analyst,Senior,8,Endava Việt Nam,Hồ Chí Minh,Negotiable,"Agile, Business Analysis, Data Analysis, Scrum, Leadership",Vietnamworks,
[HCM 84] Kỹ Sư Thiết Kế Mạch điện,data scientist,Junior,1,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$1224.49,"Bắt Mạch, Thiết Kế Mạch Orcad, Thiết Kế Mạch Điện, Tiếng Nhật, Tư Vấn Giải Pháp Điện Tử",Vietnamworks,
Test Leader,QA engineer,Lead/Expert,10,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"Automation Testing, Leadership Skills, Penetration Testing, testing large-scale platforms, defect analysis",Vietnamworks,
Full Stack Engineer (Fintech/ Startup/ HCM),full stack developer,Intermediate,3,"Net Protections Vietnam Co., Ltd.",Hồ Chí Minh,$1000.00-3000.00,"Agile Software Development, Communication Skills, Problem-solving, Project Management, Web Service",Vietnamworks,
Internship IT,IT professional,Intern,N/A,Lotus Soft,Hồ Chí Minh,Negotiable,"Java, Helpdesk, C#, AngularJS, .NET",Vietnamworks,
Senior Backend Developer,backend developer,Senior,N/A,Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,Hồ Chí Minh,Negotiable,"Data Structure, Back End Developer, OOP (Object Oriented Programming), Java, NodeJS",Vietnamworks,
Experienced Automation Tester,QA engineer,Intermediate,3,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"Java, Python, Appium Framework, Automation Testing, Test Cases",Vietnamworks,
DevOps Engineer,DevOps engineer,Any Level,N/A,FPT Software,"Hồ Chí Minh, Hà Nội, Đà Nẵng",Negotiable,"Computer Science, DevOps, AWS, CI/CD, Docker",Vietnamworks,
IT Infrastructure Supervisor,IT professional,Intermediate,3,Toyota Financial Services Vietnam,Hồ Chí Minh,Negotiable,"Palo Alto, DLP, PAM solution, Microsoft Solution, Commvault Backup",Vietnamworks,
Security Red Team Expert ( Banking / Finance / Securities ),IT professional,Lead/Expert,5,GTV Vietnam,N/A,Negotiable,"Security, AWS, Microservice, English, Docker",Vietnamworks,
Chuyên Viên An Ninh Thông Tin – Vận Hành (Information Security - Operation),IT professional,Junior,2,Công Ty Cổ Phần Chứng Khoán SSI,Hà Nội,Negotiable,"Chứng Khoán, An Toàn Thông Tin, IPS, Risk Management, Security Operations",Vietnamworks,
Data Testing Engineer,software engineer,Junior,2,Công Ty TNHH Xsunt,Hồ Chí Minh,$1000.00-1200.00,"Data Processing, English, Databases, Test Case Writing, SQL Database",Vietnamworks,
Software Testing Specialist,IT professional,Junior,2,Mind Stream Solution,N/A,$571.43-693.88,"English communication, QA Software",Vietnamworks,
Nhân Viên Quản Trị Hệ Thống Mạng Cấp 2-3 (Lương Từ 10-15 Triệu),data scientist,Junior,2,"Công Ty TNHH Công Nghệ Mạng Nhỏ (Smallnet Technologies., Ltd)",Hà Nội,$408.16-612.24,"Cài Đặt Hệ Thống, Khắc Phục Lỗi Phần Mềm, Kỹ năng giao tiếp, Quản Trị Hệ Thống Mạng",Vietnamworks,
Assistant Manager - IT Security & Risk Management Team Lead - IT Department,tech lead,Lead/Expert,8,"Mizuho Bank, Ltd.",Hà nội,Negotiable,"Communication, Cybersecurity, IT Risk Management, IT Security, Leadership",Vietnamworks,
Data Analyst and Project Assistant,data analyst,Any Level,N/A,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"Data analysis, Excel, SQL, Data Visualization",Vietnamworks,
Nhân Viên R&D (Lương 10-15 Triệu/tháng),data scientist,Junior,1,Công Ty Cổ Phần Công Nghiệp Và Thương Mại HTV Việt Nam,Hà Nội,$408.16-612.24,"C++, Python, Nghiên Cứu Sản Phẩm, Cơ Điện Tử, Lập Trình Nhúng",Vietnamworks,
SAP Senior Consultant - ABAP,SAP consultant,Senior,N/A,Deloitte Consulting SEA,Hồ Chí Minh,Negotiable,"SAP, Consulting, Information Technology, SAP Consulting, Manufacturing Operations",Vietnamworks,
Data Analyst,data analyst,Any Level,N/A,"Samsung Electronics Vietnam Thai Nguyen Co., Ltd",Thái Nguyên,Negotiable,"Data Analysis, Data Management, Data Analytics, Information Technology, Data Science",Vietnamworks,
Digital Project Manager,project manager,Senior,8,Shinhan Vietnam Finance Company Limited,Hồ Chí Minh,Negotiable,"Project Management, Digital Banking, Mobile App, product owner, Team Management",Vietnamworks,
Microsoft Dynamics AX Software Engineer,software engineer,Junior,2,ILA Vietnam,Hồ Chí Minh,Negotiable,"API Integration, ASP.NET, MS SQL, PHP, Problem Solving",Vietnamworks,
Nhân Viên Tiếng Nhật (Cơ Hội Onsite Nhật Bản),IT professional,Any Level,N/A,FPT Software,"Hồ Chí Minh, Hà Nội, Đà Nẵng",Negotiable,"IT Support, Data Processing, Data Modeling, Japanese",Vietnamworks,
[HCM] Python Developer,software developer,Junior,2,Navigos Search,Hồ Chí Minh,Negotiable,"AWS EKS, Docker, Docker, Docker, FastAPI, FastAPI, Python, Streamlit, Streamlit",Vietnamworks,
Embedded Software Developer,software developer,Any Level,N/A,Navigos Search's Client,Hà nội,$1000.00-2000.00,"Linux, Embedded Software, Embedded, C++, Automotive",Vietnamworks,
Cloud Solution Architect (Azure),solutions architect,Senior,5,FPT Software,"Hồ Chí Minh, Hà Nội, Đà Nẵng",Negotiable,"Azure Cloud, SaaS, Azure Devops, Kubernetes, CI/CD",Vietnamworks,
Chuyên Viên Phân Tích Nghiệp Vụ Sản Phẩm ( Business Analyst ),business analyst,Junior,1,"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",Hà Nội,Negotiable,"Phân tích dữ liệu, Phân tích nghiệp vụ, Business analysis",Vietnamworks,
Chuyên Viên Hệ Thống Phần Mềm Nhân Sự,data scientist,Intermediate,3,Công Ty CP Dây Cáp Điện Việt Nam - CADIVI,Hồ Chí Minh,Negotiable,"Bảo Trì, Công nghệ thông tin, Phần Mềm Nhân Sự, Quản Trị Nhân Lực, Vận Hành Hệ Thống",Vietnamworks,
System Support Team Head,data engineer,Senior,5,Shinhan Vietnam Finance Company Limited,Hồ Chí Minh,Negotiable,"System Support, Application Support, PL/SQL, Credit Card System",Vietnamworks,
Software Test Engineer,software engineer,Intermediate,4,CÔNG TY TNHH QORVO VIỆT NAM,Hà nội,Negotiable,"Agile Development, Software Testing, Test Automation Tools, Agile Scrum, Test Planning",Vietnamworks,
Business Analyst,business analyst,Any Level,N/A,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hà Nội,Negotiable,"Business Analysis, SQL, product owner, Cơ Sở Dữ Liệu, Lập Trình",Vietnamworks,
Application Engineer,software engineer,Intermediate,3,Ascendas Systems Co. Ltd,Hà nội,Negotiable,"MATLAB, Simulink, Python, Software Development, Engineering",Vietnamworks,
IT Storage Solution Sales,IT professional,Junior,2,Công Ty TNHH Công Nghệ Huawei Việt Nam,Hà nội,Negotiable,"Cloud Storage, Storage Solution, Cloud Computing, IT Service, Server Management",Vietnamworks,
Business Applications Analyst,data scientist,Any Level,N/A,The Grand Ho Tram,Vũng Tàu,Negotiable,"IT System Administration, System Analyst, Project Management",Vietnamworks,
IT Executive,IT professional,Junior,2,Công Ty TNHH Chỉ May American & Efird Việt Nam,Đồng Nai,Negotiable,"Computer Network, Manage ERP Software, Oracle SQL, Problem Solving, Lotus Notes System",Vietnamworks,
Business Analyst (Triển Khai và Phân Tích Hệ Thống),business analyst,Any Level,N/A,Công Ty Cổ Phần Thế Giới Công Nghệ Phần Mềm,Hồ Chí Minh,$500.00-1000.00,"business analyst, software, IT",Vietnamworks,
Chuyên Viên Chính Quản Lý Ứng Dụng Core Banking,data engineer,Junior,1,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển (PGBANK),Hà Nội,Negotiable,"Quản Lý Ứng Dụng, SQL, Cơ Sở Dữ Liệu, Core Banking, Core Banking Development",Vietnamworks,
Senior Software Engineer (Generative AI),software engineer,Senior,5,Navigos Group,"Hồ Chí Minh, Hà nội",$1200.00-2500.00,"Collaborative Design, Machine Learning, Python Programming, Generative Ai Proficiency, Technical Expertise In Data-Driven Systems",Vietnamworks,
Chuyên Viên Công Nghệ Thông Tin,frontend developer,Junior,1,Công Ty Cổ Phần Chứng Khoán Everest,Hà Nội,$700.00-1400.00,".NET, API, HTML/CSS, REST API, SQL Server, SQL Server",Vietnamworks,
Data Analyst/qc Analyst (Chinese Speaking),data analyst,Junior,1,Công Ty TNHH Best Logistics Technology (Việt Nam),Hà Nội,$1000.00-1500.00,"Data Analysis, HSK 5, Power BI, Data Studio, Business analysis",Vietnamworks,
Specialist Business Solutions (Temp 6-Month),backend developer,Any Level,N/A,"DKSH Vietnam Co., Ltd.",Hồ Chí Minh,Negotiable,"C# Coding Skills, ASP.NET, SQL Server, JavaScript, HTML/CSS",Vietnamworks,
RPA Manager,DevOps engineer,Senior,8,Navigos Search's Client,Hà nội,$3500.00-4000.00,"Cloud Platform, Communication Skills, Problem-solving, RPA, Stakeholder Management",Vietnamworks,
Senior Business Analyst (Có Kinh Nghiệm Về Banking - Finance),business analyst,Senior,3,Công Ty Cổ Phần Kinh Doanh F88,Hà Nội,$1.02-1.63,"Tài Chính, Ngân hàng, Phân Tích Nghiệp Vụ Tài Chính, Business Analysis, Microservices",Vietnamworks,
SAP Consultant (PP/ PM/ QM),SAP consultant,Intermediate,3,Công Ty Cổ Phần Sữa VitaDairy Việt Nam,"Hồ Chí Minh, Hà Nội",Negotiable,"SAP Consulting, SAP PM, SAP PP, SAP QM, SAP S/4HANA",Vietnamworks,
Kỹ Sư Công Nghệ Thông Tin,data scientist,Junior,1,Công Ty TNHH Cảng Container Quốc Tế Hateco Hải Phòng,Hải Phòng,Negotiable,"Bảo Trì Mạng, CCNA, Hạ Tầng Công Nghệ, Hỗ Trợ Kỹ Thuật, Quản Trị Hạ Tầng CNTT",Vietnamworks,
Head of IT Security,IT professional,Any Level,N/A,Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (Shbfinance),Hà Nội,Negotiable,"Security Information, Security System Management, IT Security, IT Risk Management, Cyber Security",Vietnamworks,
Chuyên Viên Quản Lý Dự Án,embedded systems engineer,Junior,2,Chi Nhánh Trung Tâm Công Nghệ Thông Tin Tập Đoàn Bảo Việt,Hà Nội,Negotiable,"Khoa Học Máy Tính, Phân Tích Số Liệu, Quản Lý Dự Án Công Nghệ, Quản Lý Dự Án",Vietnamworks,
IT Customer Services Officer,IT professional,Junior,2,RMIT University Vietnam,Hồ Chí Minh,$641.80,"English Language Proficiency, Interpersonal Skills, IT Service, Windows Operating Systems, General Troubleshooting",Vietnamworks,
[BD] Senior IT Consultant Manager,IT consultant,Senior,N/A,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,Business analysis,Vietnamworks,
IT Service Delivery Manager,IT professional,Lead/Expert,10,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"Customer Engagement, English Communication, IT Project Management, Leadership Skills, Team Management",Vietnamworks,
Thiết Kế UI/UX,UX/UI designer,Junior,2,MUAMAU Ecommerce Company,Hồ Chí Minh,$408.16-734.69,"Communication, Figma, UI Design, User Experience Development, Visual Design",Vietnamworks,
Digital / Software Design Engineer ( 1 Year contract),software engineer,Senior,5,Schneider Electric Vietnam Limited,Hồ Chí Minh,Negotiable,"C#, JavaScript, SQL, Database Development, Software Design",Vietnamworks,
"Software Engineer - Continuous Integration Engineer (Git, Gerrit, Scripting Languages) (Quantity: 02)",software engineer,Intermediate,3,LG Electronics R&D Vietnam,Hà Nội,Negotiable,"English, Git, Scripting, Docker, Jenkins",Vietnamworks,
IT Manager,IT professional,Intermediate,3,Công Ty Cổ Phần Thương Mại Dạ Hợp,Hồ Chí Minh,Negotiable,"IT Software, IT Phần Mềm, IT Administration, IT Project Management, IT Operations",Vietnamworks,
IT Project Coordinator [ Banking / Fintech],IT professional,Intermediate,3,GTV VIETNAM,N/A,Negotiable,"Banking products knowledge, Communication Skills, Project Management, Stakeholder Management, Strong Understanding of Technical Products",Vietnamworks,
QA Game Tester,game developer,Any Level,N/A,"Nexon Networks Vina Co. Ltd,",Hồ Chí Minh,Negotiable,"Game Testing, Quality Assurance, Manual Testing, English, Test Cases",Vietnamworks,
Salesforce Developer,software developer,Junior,2,RT Holdings,Hồ Chí Minh,Negotiable,"Phát triển Salesforce, Apex và Visualforce, Lightning Component Framework, Web services (REST & SOAP), Kiến thức về Front-end",Vietnamworks,
