Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Job URL,Source Platform
Data Scientist (Remote),,Nhân viên,3 năm,CÔNG TY TNHH TMZ THỊNH VƯỢNG,Hà Nội,Thoả thuận,"SQL, Phân tích dữ liệu, Trực quan hóa dữ liệu, Python Hoặc R, Xây Dựng Mô Hình Dự Đoán",https://www.topcv.vn/viec-lam/data-scientist-remote/1555725.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên IT HelpDesk,,Nhân viên,1 năm,Công ty TNHH Giải pháp và Dịch vụ cao cấp,Hà Nội,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/nhan-vien-it-helpdesk/1465470.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Data Scientist,,Nhân viên,2 năm,Công ty TNHH SETA international Việt Nam,Hà Nội,Thoả thuận,"Phân tích dữ liệu, thống kê, Trực quan hóa dữ liệu, Xây Dựng Mô Hình, Lập Trình Python Hoặc R",https://www.topcv.vn/viec-lam/data-scientist/1555552.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Nghiên Cứu Sản Phẩm Máy Tính AI,,Nhân viên,2 năm,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ CMC,Hà Nội,18 - 25 triệu,N/A,https://www.topcv.vn/viec-lam/chuyen-vien-nghien-cuu-san-pham-may-tinh-ai/1374821.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kinh Doanh Dự Án Máy Tính,,Nhân viên,2 năm,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ CMC,Hồ Chí Minh,15 - 18 triệu,N/A,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-du-an-may-tinh/1381369.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kinh Doanh Phân Phối Màn Hình,,Nhân viên,2 năm,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ CMC,"Hồ Chí Minh, Miền Bắc",15 - 18 triệu,N/A,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-phoi-man-hinh/1430747.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Configuration Management Officer,"Pro

FPT Software",Nhân viên,Dưới 1 năm,FPT Software,Hà Nội,Thoả thuận,"giám sát hệ thống, tự động hóa, Kiểm Soát Phiên Bản, Quản Lý Cấu Hình, Phân Tích Sự Cố",https://www.topcv.vn/viec-lam/configuration-management-officer/1555909.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Tester Senior,,Nhân viên,3 năm,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUỐC TẾ HMD,Hồ Chí Minh,Tới 22 triệu,"Python, JMeter, Thực Hiện Test Case, Kiểm Tra Chất Lượng Phần Mềm, Viết Báo Cáo Lỗi, Thiết Kế Test Case, Tự Động Hóa Test (selenium, Appium, Cypress...)",https://www.topcv.vn/viec-lam/tester-senior/1534317.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Backend Developer,,Nhân viên,2 năm,CÔNG TY TNHH LINKTO,Hồ Chí Minh,13 - 30 triệu,"NodeJS, Database, Back-End Web Development, API RESTful, Kiến Trúc Phần Mềm, Cơ Sở Dữ Liệu (sql, Nosql), Kiểm Thử Phần Mềm (unit Testing, Integration Testing), Ngôn Ngữ Lập Trình (java, Python, Node.js, Php, Ruby, Go, V.v.)",https://www.topcv.vn/viec-lam/backend-developer/1554991.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
PHP Developer,,Nhân viên,3 năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG TCOM,Hà Nội,Tới 30 triệu,"CSS, HTML, Javascript, MySQL, PHP",https://www.topcv.vn/viec-lam/php-developer/1555735.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Security SME,,Trưởng nhóm,5 năm,TMA Solutions,Hồ Chí Minh,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/security-sme/1349031.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên IT,,Nhân viên,1 năm,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI BĐS NEWSTARLAND,Hà Nội,10 - 15 triệu,"Mạng máy tính, Khắc Phục Sự Cố Máy Tính, An Ninh Mạng Cơ Bản, Cơ Sở Dữ Liệu, Hệ Điều Hành Windows Linux Macos",https://www.topcv.vn/viec-lam/chuyen-vien-it/1555706.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Junior/Senior PHP Developer,,Nhân viên,1 năm,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,Hồ Chí Minh,Thoả thuận,"OOP, PHP, Network Security, Database Design",https://www.topcv.vn/viec-lam/junior-senior-php-developer/1555621.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Angular Developer,,Nhân viên,2 năm,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,Hà Nội,17 - 20 triệu,"CSS, HTML, Javascript, TypeScript, Angular (v2 Trở Lên)",https://www.topcv.vn/viec-lam/angular-developer/1554917.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Junior Database Engineer (SSIS),,Nhân viên,1 năm,CÔNG TY TNHH MTV AUSTRAX TECHNOLOGIES VIETNAM,Hồ Chí Minh,Thoả thuận,"Tiếng Anh giao tiếp, Ssis (sql Server Integration Services), T Sql (transact Sql)",https://www.topcv.vn/viec-lam/junior-database-engineer-ssis/1554619.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Tester (Fulltime),"Pro

FPT IS",Thực tập sinh,Không yêu cầu kinh nghiệm,FPT IS,Hà Nội,Thoả thuận,"Làm việc nhóm, phân tích yêu cầu, Kiểm thử phần mềm, Viết Testcase, Báo Cáo Lỗi",https://www.topcv.vn/viec-lam/thuc-tap-sinh-tester-fulltime/1555713.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh BA (Fulltime),"Pro

FPT IS",Thực tập sinh,Không yêu cầu kinh nghiệm,FPT IS,Hà Nội,Thoả thuận,"Làm việc nhóm, Cẩn thận, Giao tiếp, Chịu khó, Khả Năng Học Hỏi Nhanh",https://www.topcv.vn/viec-lam/thuc-tap-sinh-ba-fulltime/1555701.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Software Engineer – .NET,,Nhân viên,2 năm,NashTech,"Hồ Chí Minh, Đà Nẵng",Thoả thuận,"ASP.NET, C#, SQL Server, .NET Framework, Web API",https://www.topcv.vn/viec-lam/software-engineer-net/1555684.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Web Executive,,Nhân viên,2 năm,CÔNG TY TNHH ONEBIM VIỆT NAM,Hồ Chí Minh,14 - 15 triệu,"SEO/SEM, Quảng Cáo Trực Tuyến, Marketing Kỹ Thuật Số, Quản Lý Dự Án Web, Phân Tích Dữ Liệu Web",https://www.topcv.vn/viec-lam/web-executive/1555633.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên IT Phần Mềm,,Nhân viên,2 năm,CÔNG TY TNHH MABUCHI MOTOR VIỆT NAM,Đồng Nai,Thoả thuận,"C#, Java, Python, SQL Server",https://www.topcv.vn/viec-lam/nhan-vien-it-phan-mem/1055246.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Magento Developer,,Nhân viên,2 năm,Công Ty TNHH Movi,Hồ Chí Minh,20 - 30 triệu,"CSS, HTML, MySQL, PHP, Magento 2",https://www.topcv.vn/viec-lam/magento-developer/1555287.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior Business Analyst (Mức Lương Lên Đến 30 Triệu/Tháng + Thưởng) Tại Hà Nội,,Nhân viên,3 năm,Công ty Cổ phần Công nghệ Prep,Hà Nội,25 - 30 triệu,"Quản Lý Dự Án, Phân Tích Nghiệp Vụ, Viết tài liệu, Mô Hình Hóa Dữ Liệu, Thu Thập Và Phân Tích Yêu Cầu",https://www.topcv.vn/viec-lam/senior-business-analyst-muc-luong-len-den-30-trieu-thang-thuong-tai-ha-noi/1555604.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Cộng Tác Viên Triển Khai Phần Mềm,,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,"Hồ Chí Minh, Hà Nội",2 - 3 triệu,N/A,https://www.topcv.vn/viec-lam/cong-tac-vien-trien-khai-phan-mem/1329251.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Triển Khai Phần Mềm (Y Tế),,Nhân viên,1 năm,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,Hà Nội,9 - 15 triệu,N/A,https://www.topcv.vn/viec-lam/nhan-vien-trien-khai-phan-mem-y-te/1341569.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
On Job Training Automation Test,"Pro

FPT Software",Nhân viên,Dưới 1 năm,FPT Software,Hà Nội,5 - 8 triệu,"API Testing, JMeter, Manual Testing, Selenium, Selenium Testing, Postman, Manual Test, performance testing, Mobile Testing",https://www.topcv.vn/viec-lam/on-job-training-automation-test/1522495.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
AI Engineer (Machine Learning/Deep Learning/NLP),,Nhân viên,1 năm,Công ty Cổ phần Công nghệ eUp,Hà Nội,Thoả thuận,"AI, NLP, Computer Vision, Machine Learning, invoice, image",https://www.topcv.vn/viec-lam/ai-engineer-machine-learning-deep-learning-nlp/1458413.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Technical Project Manager,,Quản lý / Giám sát,5 năm,Unit Corp,Hồ Chí Minh,Thoả thuận,"Project Management, PMP",https://www.topcv.vn/viec-lam/technical-project-manager/1520300.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Business Development,,Nhân viên,Không yêu cầu kinh nghiệm,Công ty TNHH phần mềm Twendee,Hà Nội,Tới 15 triệu,"Kỹ năng đàm phán, Xây dựng mối quan hệ, Quản Lý Dự Án, Phân Tích Thị Trường, Lập Kế Hoạch Kinh Doanh",https://www.topcv.vn/viec-lam/business-development/1553580.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
DevOps Engineer,,Nhân viên,1 năm,CÔNG TY TNHH CÔNG NGHỆ GIẢI PHÁP CITYNOW,Hồ Chí Minh,"1,000 - 1,300 USD","Git, Linux, CI/CD, Devops, Network Security, Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes)",https://www.topcv.vn/viec-lam/devops-engineer/1555519.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Technical Manager,,Trưởng/Phó phòng,Trên 5 năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ FINVIET,Hồ Chí Minh,Thoả thuận,"Kỹ năng lãnh đạo, VMware, OpenStack, Hyper-V, Oracle, Giải quyết vấn đề, Giao tiếp hiệu quả, Lập Kế Hoạch Và Tổ Chức, Ngôn Ngữ Lập Trình (java, Python, Node.js, Php, Ruby, Go, V.v.), Cloud Computing (aws, Azure, Gcp), Kiến Thức Kỹ Thuật Sâu Rộng",https://www.topcv.vn/viec-lam/technical-manager/1555118.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Trưởng Phòng Giải Pháp CNTT,"Pro

Công ty cổ phần đầu tư Phát triển Máy Việt Nam",Trưởng/Phó phòng,5 năm,Công ty cổ phần đầu tư Phát triển Máy Việt Nam,Hà Nội,Thoả thuận,"Quản lý nhóm, Quản Lý Dự Án, Lập Kế Hoạch Dự Án, Phân Tích Yêu Cầu Khách Hàng, Thiết Kế Giải Pháp Công Nghệ",https://www.topcv.vn/viec-lam/truong-phong-giai-phap-cntt/1555195.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Intern Data Engineer,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH SETA international Việt Nam,Hà Nội,Thoả thuận,"Python, SQL, Làm việc nhóm, Phân tích dữ liệu, Truy Vấn Dữ Liệu",https://www.topcv.vn/viec-lam/intern-data-engineer/1523436.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Support/IT Helpdesk Executive (Good At English),"Pro

Expolanka Freight (Vietnam) Ltd",Nhân viên,2 năm,Expolanka Freight (Vietnam) Ltd,Hồ Chí Minh,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/it-support-it-helpdesk-executive-good-at-english/1555507.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Kinh Doanh Trong Công Nghệ Thông Tin,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH Vuasoft,Hà Nội,Trên 4 triệu,Kỹ năng giao tiếp,https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh-trong-cong-nghe-thong-tin/1555017.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Freelancer Front-End Developer (Angular),,Nhân viên,4 năm,Công ty cổ phần TechLead,Hà Nội,Thoả thuận,"CSS, HTML, Javascript, TypeScript, Angular",https://www.topcv.vn/viec-lam/freelancer-front-end-developer-angular/1555417.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Java Backend Developer,,Nhân viên,3 năm,Công ty Cổ phần Đầu tư Mobino,Hà Nội,20 - 30 triệu,"Git, Java, REST API, SQL, Spring Boot",https://www.topcv.vn/viec-lam/java-backend-developer/1555489.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior/ Mid WordPress Developer (Onsite/ Remote),,Nhân viên,3 năm,Công ty TNHH Advesa - Digital Solutions,Hà Nội,Tới 70 triệu,"CSS, HTML, Javascript, PHP, Wordpress",https://www.topcv.vn/viec-lam/senior-mid-wordpress-developer-onsite-remote/1555457.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kinh Doanh Chuyên Phần Cứng CNTT,,Nhân viên,2 năm,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ SỐ CHUYÊN NGHIỆP,"Hà Nội, Hồ Chí Minh",Thoả thuận,"Kỹ năng đàm phán, -	Kỹ năng, giao tiếp, thuyết trình, đàm phán, thương lượng -	Kỹ năng làm việc nhóm -	Kỹ năng lập và theo dõi kế hoạch -	Kỹ năng quản lý dự án, Kiến Thức Về Phần Cứng Cntt",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-chuyen-phan-cung-cntt/1555166.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Trưởng Phòng Marketing (Lĩnh Vực Đào Tạo),,Trưởng/Phó phòng,3 năm,HIỆP HỘI BLOCKCHAIN VIỆT NAM,Hà Nội,Thoả thuận,"Google Analytics, CRM, Advertising, phân tích số liệu, Tư duy chiến lược",https://www.topcv.vn/viec-lam/truong-phong-marketing-linh-vuc-dao-tao/1439065.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Kế Toán Tổng Hợp,,Nhân viên,2 năm,HIỆP HỘI BLOCKCHAIN VIỆT NAM,"Hà Nội, Hồ Chí Minh",10 - 15 triệu,N/A,https://www.topcv.vn/viec-lam/ke-toan-tong-hop/1419316.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Trưởng Phòng Kinh Doanh,,Trưởng/Phó phòng,2 năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ THIÊN QUANG,Hà Nội,15 - 25 triệu,"Quản Lý Đội Nhóm, Bán Hàng, Phân Tích Thị Trường, Lập Kế Hoạch Kinh Doanh, Đàm Phán Và Thương Lượng",https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh/1554895.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Cao Cấp Phát Triển Ứng Dụng (Java),"Pro

Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển – PGBank",Nhân viên,3 năm,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển – PGBank,Hà Nội,Thoả thuận,"RESTful APIs, Kiểm Thử Phần Mềm (unit Testing, Integration Testing), Sql Và Cơ Sở Dữ Liệu Quan Hệ (mysql, Postgresql, Oracle), Java (core Java, Advanced Java), Spring Framework (spring Boot, Spring Mvc, Spring Data)",https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-phat-trien-ung-dung-java/1554685.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Intern Employer Branding,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty cổ phần Công nghệ thông tin Phú Minh (Phú Minh Teck),Hà Nội,3 - 5 triệu,"Marketing, Social Media Marketing, Content Creation, Communication (written And Verbal), Project Management (basic)",https://www.topcv.vn/viec-lam/intern-employer-branding/1555342.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Java Developer,,Nhân viên,2 năm,CÔNG TY TNHH PHẦN MỀM B&K,Hà Nội,Thoả thuận,"Java, PostgreSQL, Spring",https://www.topcv.vn/viec-lam/java-developer/1513503.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Intern Manual & Automation Tester,,Nhân viên,Dưới 1 năm,XPERC LTD,Hồ Chí Minh,Thoả thuận,"Javascript, SQL, API Testing, Test Automation Frameworks (selenium, Cypress, Appium, Etc.), Programming Languages (java, Python, C#, Javascript, Etc.), Test Case Design And Execution",https://www.topcv.vn/viec-lam/intern-manual-automation-tester/1549434.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Digital Marketing Specialist,,Nhân viên,1 năm,CÔNG TY CỔ PHẦN TONY WEDDING,Hồ Chí Minh,10 - 25 triệu,"Tư duy hệ thống, phân tích số liệu, Tư duy logic",https://www.topcv.vn/viec-lam/digital-marketing-specialist/1553528.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Digital Marketing Leader,,Trưởng nhóm,Trên 5 năm,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TAS GLOBAL HOLDINGS PTE.LTD TẠI HÀ NỘI,Hà Nội,15 - 30 triệu,"Content Marketing, Phân Tích Dữ Liệu Marketing, Seo (search Engine Optimization), Sem (search Engine Marketing), Quản Lý Chiến Dịch Marketing, Chiến Lược Marketing Digital, Quảng Cáo Trên Mạng Xã Hội (social Media Marketing), Phân Tích Hiệu Quả Chiến Dịch",https://www.topcv.vn/viec-lam/digital-marketing-leader/1523204.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Internal Communication Executive,,Nhân viên,2 năm,CÔNG TY TNHH GEMCOMMERCE,Hà Nội,12 - 15 triệu,"Tổ chức sự kiện, Giao tiếp, Quản Lý Dự Án, Viết Lách, Kỹ Năng Trình Bày",https://www.topcv.vn/viec-lam/internal-communication-executive/1555233.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Business Analyst Từ 3 Năm Kinh Nghiệm,,Nhân viên,3 năm,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TAS GLOBAL HOLDINGS PTE.LTD TẠI HÀ NỘI,Hà Nội,20 - 30 triệu,"Tiếng Anh thành thạo, Phân Tích Nghiệp Vụ, Mô Hình Hóa Dữ Liệu, Quản Lý Yêu Cầu, Thu Thập Và Phân Tích Dữ Liệu, Xây Dựng Tài Liệu Yêu Cầu",https://www.topcv.vn/viec-lam/business-analyst-tu-3-nam-kinh-nghiem/1523248.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Công Nghệ Thông Tin / IT Executive,"Pro

Công Ty Cổ Phần Café Katinat",Nhân viên,3 năm,Công Ty Cổ Phần Café Katinat,Hà Nội,13 - 15 triệu,"Khắc Phục Sự Cố Phần Cứng Và Phần Mềm, Quản Trị Hệ Thống Mạng, Kiểm Tra Và Giám Sát Hệ Thống, Quản Trị Máy Chủ, Cài Đặt Và Cấu Hình Thiết Bị Mạng (wifi, Camera, Máy Chấm Công)",https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin-it-executive/1555223.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kiểm Thử (Tester),,Nhân viên,1 năm,CÔNG TY CỔ PHẦN THƯƠNG MẠI & DỊCH VỤ MEDLATEC GROUP,Hà Nội,Trên 10 triệu,"test cases, Automation Test, Mobile Apps",https://www.topcv.vn/viec-lam/nhan-vien-kiem-thu-tester/1085820.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Chăm Sóc Khách Hàng,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty tnhh đầu tư và công nghệ aligo,Hồ Chí Minh,2 - 5 triệu,"Làm việc nhóm, Kỹ năng lắng nghe, Giao tiếp, Chăm Sóc Khách Hàng, Giải quyết vấn đề",https://www.topcv.vn/viec-lam/thuc-tap-sinh-cham-soc-khach-hang/1553299.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Hành Chính Nhân Sự,,Nhân viên,Dưới 1 năm,Công ty TNHH Giải pháp Công nghệ và Truyền thông W.G,Hà Nội,8 - 10 triệu,"Soạn Thảo Văn Bản, tuyển dụng, Quản Lý Văn Phòng, Làm Việc Với Phần Mềm Văn Phòng (word, Excel, Powerpoint), Quản Lý Hồ Sơ Nhân Sự",https://www.topcv.vn/viec-lam/nhan-vien-hanh-chinh-nhan-su/1555145.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Thiết Kế Đồ Họa,,Nhân viên,2 năm,CÔNG TY TNHH An Ninh An toàn Thông tin CMC,Hà Nội,15 - 20 triệu,"Khả Năng Làm Việc Độc Lập Và Nhóm, Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh, Sử Dụng Thành Thạo Phần Mềm Thiết Kế Đồ Họa (photoshop, Illustrator, Indesign), Khả Năng Giao Tiếp Và Trình Bày Ý Tưởng, Hiểu Biết Về Nguyên Tắc Thiết Kế (màu Sắc, Bố Cục, Typography)",https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-do-hoa/1554109.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kinh Doanh Phần Mềm,,Nhân viên,3 năm,CÔNG TY TNHH DIGITECH SOLUTIONS,Hồ Chí Minh,Thoả thuận,"Kỹ năng giao tiếp, Đàm phán thương lượng, Kinh Doanh Phần Mềm",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem/1034446.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Frontend Developer (Angular),,Nhân viên,1 năm,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,Hà Nội,12 - 20 triệu,"AngularJS, Frontend",https://www.topcv.vn/viec-lam/frontend-developer-angular/1431478.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
